A1BG	alpha-1-B_glycoprotein
RPL37P10	ribosomal_protein_L37_pseudogene_10
RPL37P11	ribosomal_protein_L37_pseudogene_11
RPL37P12	ribosomal_protein_L37_pseudogene_12
RPL37P13	ribosomal_protein_L37_pseudogene_13
RPL37P14	ribosomal_protein_L37_pseudogene_14
RPL37P15	ribosomal_protein_L37_pseudogene_15
RPL37P16	ribosomal_protein_L37_pseudogene_16
RPL37P17	ribosomal_protein_L37_pseudogene_17
RPL37P18	ribosomal_protein_L37_pseudogene_18
RPL37P19	ribosomal_protein_L37_pseudogene_19
RPL37P20	ribosomal_protein_L37_pseudogene_20
RPL37P21	ribosomal_protein_L37_pseudogene_21
RPL37P22	ribosomal_protein_L37_pseudogene_22
RPL37P23	ribosomal_protein_L37_pseudogene_23
RPL37P24	ribosomal_protein_L37_pseudogene_24
RPL37P25	ribosomal_protein_L37_pseudogene_25
RPL38	ribosomal_protein_L38
RPL38P1	ribosomal_protein_L38_pseudogene_1
RPL38P2	ribosomal_protein_L38_pseudogene_2
RPL38P3	ribosomal_protein_L38_pseudogene_3
RPL38P4	ribosomal_protein_L38_pseudogene_4
RPL39	ribosomal_protein_L39
RPL39L	ribosomal_protein_L39_like
RPL39P	ribosomal_protein_L39_pseudogene
RPL39P2	ribosomal_protein_L39_pseudogene_2
RPL39P3	ribosomal_protein_L39_pseudogene_3
RPL39P4	ribosomal_protein_L39_pseudogene_4
RPL39P5	ribosomal_protein_L39_pseudogene_5
RPL39P6	ribosomal_protein_L39_pseudogene_6
RPL39P7	ribosomal_protein_L39_pseudogene_7
RPL39P8	ribosomal_protein_L39_pseudogene_8
RPL39P9	ribosomal_protein_L39_pseudogene_9
RPL39P10	ribosomal_protein_L39_pseudogene_10
RPL39P11	ribosomal_protein_L39_pseudogene_11
RPL39P12	ribosomal_protein_L39_pseudogene_12
RPL39P13	ribosomal_protein_L39_pseudogene_13
RPL39P14	ribosomal_protein_L39_pseudogene_14
RPL39P15	ribosomal_protein_L39_pseudogene_15
RPL39P16	ribosomal_protein_L39_pseudogene_16
RPL39P17	ribosomal_protein_L39_pseudogene_17
RPL39P18	ribosomal_protein_L39_pseudogene_18
RPL39P19	ribosomal_protein_L39_pseudogene_19
RPL39P20	ribosomal_protein_L39_pseudogene_20
RPL39P21	ribosomal_protein_L39_pseudogene_21
RPL39P22	ribosomal_protein_L39_pseudogene_22
RPL39P23	ribosomal_protein_L39_pseudogene_23
RPL39P24	ribosomal_protein_L39_pseudogene_24
RPL39P25	ribosomal_protein_L39_pseudogene_25
RPL39P26	ribosomal_protein_L39_pseudogene_26
RPL39P27	ribosomal_protein_L39_pseudogene_27
RPL39P28	ribosomal_protein_L39_pseudogene_28
RPL39P29	ribosomal_protein_L39_pseudogene_29
RPL39P30	ribosomal_protein_L39_pseudogene_30
RPL39P31	ribosomal_protein_L39_pseudogene_31
RPL39P32	ribosomal_protein_L39_pseudogene_32
RPL39P33	ribosomal_protein_L39_pseudogene_33
RPL39P34	ribosomal_protein_L39_pseudogene_34
RPL39P35	ribosomal_protein_L39_pseudogene_35
RPL39P36	ribosomal_protein_L39_pseudogene_36
RPL39P37	ribosomal_protein_L39_pseudogene_37
RPL39P38	ribosomal_protein_L39_pseudogene_38
RPL39P39	ribosomal_protein_L39_pseudogene_39
RPL39P40	ribosomal_protein_L39_pseudogene_40
RPL39P41	ribosomal_protein_L39_pseudogene_41
RPL41	ribosomal_protein_L41
RPL41P1	ribosomal_protein_L41_pseudogene_1
RPL41P2	ribosomal_protein_L41_pseudogene_2
RPL41P3	ribosomal_protein_L41_pseudogene_3
RPL41P4	ribosomal_protein_L41_pseudogene_4
RPL41P5	ribosomal_protein_L41_pseudogene_5
RPL41P6	ribosomal_protein_L41_pseudogene_6
RPL41P7	ribosomal_protein_L41_pseudogene_7
RPLP0	ribosomal_protein_lateral_stalk_subunit_P0
RPLP1	ribosomal_protein_lateral_stalk_subunit_P1
RPLP1P1	ribosomal_protein_lateral_stalk_subunit_P1_pseudogene_1
RPLP1P2	ribosomal_protein_lateral_stalk_subunit_P1_pseudogene_2
RPLP1P3	ribosomal_protein_lateral_stalk_subunit_P1_pseudogene_3
RPLP1P4	ribosomal_protein_lateral_stalk_subunit_P1_pseudogene_4
RPLP1P5	ribosomal_protein_lateral_stalk_subunit_P1_pseudogene_5
RPLP1P6	ribosomal_protein_lateral_stalk_subunit_P1_pseudogene_6
RPLP1P7	ribosomal_protein_lateral_stalk_subunit_P1_pseudogene_7
RPLP1P8	ribosomal_protein_lateral_stalk_subunit_P1_pseudogene_8
RPLP1P9	ribosomal_protein_lateral_stalk_subunit_P1_pseudogene_9
RPLP1P10	ribosomal_protein_lateral_stalk_subunit_P1_pseudogene_10
RPLP1P11	ribosomal_protein_lateral_stalk_subunit_P1_pseudogene_11
RPLP1P12	ribosomal_protein_lateral_stalk_subunit_P1_pseudogene_12
RPLP1P13	ribosomal_protein_lateral_stalk_subunit_P1_pseudogene_13
RPLP2	ribosomal_protein_lateral_stalk_subunit_P2
RPLP2P1	ribosomal_protein_lateral_stalk_subunit_P2_pseudogene_1
RPLP2P2	ribosomal_protein_lateral_stalk_subunit_P2_pseudogene_2
RPLP2P3	ribosomal_protein_lateral_stalk_subunit_P2_pseudogene_3
RPLP2P4	ribosomal_protein_lateral_stalk_subunit_P2_pseudogene_4
RPLP2P5	ribosomal_protein_lateral_stalk_subunit_P2_pseudogene_5
RPLP0P1	ribosomal_protein_lateral_stalk_subunit_P0_pseudogene_1
RPLP0P2	ribosomal_protein_lateral_stalk_subunit_P0_pseudogene_2
RPLP0P3	ribosomal_protein_lateral_stalk_subunit_P0_pseudogene_3
RPLP0P4	ribosomal_protein_lateral_stalk_subunit_P0_pseudogene_4
RPLP0P5	ribosomal_protein_lateral_stalk_subunit_P0_pseudogene_5
RPLP0P6	ribosomal_protein_lateral_stalk_subunit_P0_pseudogene_6
RPLP0P7	ribosomal_protein_lateral_stalk_subunit_P0_pseudogene_7
RPLP0P8	ribosomal_protein_lateral_stalk_subunit_P0_pseudogene_8
RPLP0P10	ribosomal_protein_lateral_stalk_subunit_P0_pseudogene_10
RPLP0P11	ribosomal_protein_lateral_stalk_subunit_P0_pseudogene_11
RPN1	ribophorin_I
RPN2	ribophorin_II
RPP14	ribonuclease_P/MRP_subunit_p14
RPP21	ribonuclease_P/MRP_subunit_p21
RPP25	ribonuclease_P/MRP_subunit_p25
RPP25L	ribonuclease_P/MRP_subunit_p25_like
RPP30	ribonuclease_P/MRP_subunit_p30
RPP38	ribonuclease_P/MRP_subunit_p38
RPP40	ribonuclease_P/MRP_subunit_p40
RPP40P1	ribonuclease_P/MRP_subunit_p40_pseudogene_1
RPP40P2	ribonuclease_P/MRP_subunit_p40_pseudogene_2
RPPH1	ribonuclease_P_RNA_component_H1
RPPH1-2P	ribonuclease_P_RNA_component_H1,_2_pseudogene
RPPH1-3P	ribonuclease_P_RNA_component_H1,_3_pseudogene
RPRD1A	regulation_of_nuclear_pre-mRNA_domain_containing_1A
RPRD1B	regulation_of_nuclear_pre-mRNA_domain_containing_1B
RPRD2	regulation_of_nuclear_pre-mRNA_domain_containing_2
RPRM	reprimo,_TP53_dependent_G2_arrest_mediator_candidate
RPRML	reprimo_like
RPS2	ribosomal_protein_S2
RPS2P1	ribosomal_protein_S2_pseudogene_1
RPS2P2	ribosomal_protein_S2_pseudogene_2
RPS2P3	ribosomal_protein_S2_pseudogene_3
RPS2P4	ribosomal_protein_S2_pseudogene_4
RPS2P5	ribosomal_protein_S2_pseudogene_5
RPS2P6	ribosomal_protein_S2_pseudogene_6
RPS2P7	ribosomal_protein_S2_pseudogene_7
RPS2P8	ribosomal_protein_S2_pseudogene_8
RPS2P9	ribosomal_protein_S2_pseudogene_9
RPS2P10	ribosomal_protein_S2_pseudogene_10
RPS2P11	ribosomal_protein_S2_pseudogene_11
RPS2P12	ribosomal_protein_S2_pseudogene_12
RPS2P13	ribosomal_protein_S2_pseudogene_13
RPS2P14	ribosomal_protein_S2_pseudogene_14
RPS2P15	ribosomal_protein_S2_pseudogene_15
RPS2P16	ribosomal_protein_S2_pseudogene_16
RPS2P17	ribosomal_protein_S2_pseudogene_17
RPS2P18	ribosomal_protein_S2_pseudogene_18
RPS2P19	ribosomal_protein_S2_pseudogene_19
RPS2P20	ribosomal_protein_S2_pseudogene_20
RPS2P21	ribosomal_protein_S2_pseudogene_21
RPS2P22	ribosomal_protein_S2_pseudogene_22
RPS2P23	ribosomal_protein_S2_pseudogene_23
RPS2P24	ribosomal_protein_S2_pseudogene_24
RPS2P25	ribosomal_protein_S2_pseudogene_25
RPS2P26	ribosomal_protein_S2_pseudogene_26
RPS2P27	ribosomal_protein_S2_pseudogene_27
RPS2P28	ribosomal_protein_S2_pseudogene_28
RPS2P29	ribosomal_protein_S2_pseudogene_29
RPS2P30	ribosomal_protein_S2_pseudogene_30
RPS2P31	ribosomal_protein_S2_pseudogene_31
RPS2P32	ribosomal_protein_S2_pseudogene_32
RPS2P33	ribosomal_protein_S2_pseudogene_33
RPS2P34	ribosomal_protein_S2_pseudogene_34
RPS2P35	ribosomal_protein_S2_pseudogene_35
RPS2P36	ribosomal_protein_S2_pseudogene_36
RPS2P37	ribosomal_protein_S2_pseudogene_37
RPS2P38	ribosomal_protein_S2_pseudogene_38
RPS2P39	ribosomal_protein_S2_pseudogene_39
RPS2P40	ribosomal_protein_S2_pseudogene_40
RPS2P41	ribosomal_protein_S2_pseudogene_41
RPS2P42	ribosomal_protein_S2_pseudogene_42
RPS2P43	ribosomal_protein_S2_pseudogene_43
RPS2P44	ribosomal_protein_S2_pseudogene_44
RPS2P45	ribosomal_protein_S2_pseudogene_45
RPS2P46	ribosomal_protein_S2_pseudogene_46
RPS2P47	ribosomal_protein_S2_pseudogene_47
RPS2P48	ribosomal_protein_S2_pseudogene_48
RPS2P49	ribosomal_protein_S2_pseudogene_49
RPS2P50	ribosomal_protein_S2_pseudogene_50
RPS2P51	ribosomal_protein_S2_pseudogene_51
RPS2P52	ribosomal_protein_S2_pseudogene_52
RPS2P53	ribosomal_protein_S2_pseudogene_53
RPS2P54	ribosomal_protein_S2_pseudogene_54
RPS2P55	ribosomal_protein_S2_pseudogene_55
RPS3	ribosomal_protein_S3
RPS3A	ribosomal_protein_S3A
RPS3AP1	ribosomal_protein_S3A_pseudogene_1
RPS3AP2	ribosomal_protein_S3A_pseudogene_2
RPS3AP3	ribosomal_protein_S3A_pseudogene_3
RPS3AP4	ribosomal_protein_S3A_pseudogene_4
RPS3AP5	ribosomal_protein_S3A_pseudogene_5
RPS3AP6	ribosomal_protein_S3A_pseudogene_6
RPS3AP7	ribosomal_protein_S3a_pseudogene_7
RPS3AP8	ribosomal_protein_S3a_pseudogene_8
RPS3AP9	ribosomal_protein_S3a_pseudogene_9
RPS3AP10	ribosomal_protein_S3a_pseudogene_10
RPS3AP11	ribosomal_protein_S3a_pseudogene_11
RPS3AP12	ribosomal_protein_S3a_pseudogene_12
RPS3AP14	ribosomal_protein_S3a_pseudogene_14
RPS3AP15	ribosomal_protein_S3a_pseudogene_15
RPS3AP16	ribosomal_protein_S3a_pseudogene_16
RPS3AP17	ribosomal_protein_S3a_pseudogene_17
RPS3AP18	ribosomal_protein_S3a_pseudogene_18
RPS3AP19	ribosomal_protein_S3a_pseudogene_19
RPS3AP20	ribosomal_protein_S3a_pseudogene_20
RPS3AP21	ribosomal_protein_S3a_pseudogene_21
RPS3AP22	ribosomal_protein_S3a_pseudogene_22
RPS3AP23	ribosomal_protein_S3a_pseudogene_23
RPS3AP24	ribosomal_protein_S3a_pseudogene_24
RPS3AP25	ribosomal_protein_S3a_pseudogene_25
RPS3AP26	ribosomal_protein_S3a_pseudogene_26
RPS3AP27	ribosomal_protein_S3a_pseudogene_27
RPS3AP28	ribosomal_protein_S3a_pseudogene_28
RPS3AP29	ribosomal_protein_S3a_pseudogene_29
RPS3AP30	ribosomal_protein_S3a_pseudogene_30
RPS3AP31	ribosomal_protein_S3a_pseudogene_31
RPS3AP32	ribosomal_protein_S3a_pseudogene_32
RPS3AP33	ribosomal_protein_S3a_pseudogene_33
RPS3AP34	ribosomal_protein_S3a_pseudogene_34
RPS3AP35	ribosomal_protein_S3a_pseudogene_35
RPS3AP36	ribosomal_protein_S3a_pseudogene_36
RPS3AP37	ribosomal_protein_S3a_pseudogene_37
RPS3AP38	ribosomal_protein_S3a_pseudogene_38
RPS3AP39	ribosomal_protein_S3a_pseudogene_39
RPS3AP40	ribosomal_protein_S3a_pseudogene_40
RPS3AP41	ribosomal_protein_S3a_pseudogene_41
RPS3AP42	ribosomal_protein_S3a_pseudogene_42
RPS3AP43	ribosomal_protein_S3a_pseudogene_43
RPS3AP44	ribosomal_protein_S3a_pseudogene_44
RPS3AP46	ribosomal_protein_S3a_pseudogene_46
RPS3AP47	ribosomal_protein_S3a_pseudogene_47
RPS3AP48	ribosomal_protein_S3a_pseudogene_48
RPS3AP49	ribosomal_protein_S3a_pseudogene_49
RPS3AP50	ribosomal_protein_S3a_pseudogene_50
RPS3AP51	ribosomal_protein_S3a_pseudogene_51
RPS3AP52	ribosomal_protein_S3a_pseudogene_52
RPS3AP53	ribosomal_protein_S3a_pseudogene_53
RPS3AP54	ribosomal_protein_S3a_pseudogene_54
RPS3P1	ribosomal_protein_S3_pseudogene_1
RPS3P2	ribosomal_protein_S3_pseudogene_2
RPS3P3	ribosomal_protein_S3_pseudogene_3
RPS3P4	ribosomal_protein_S3_pseudogene_4
RPS3P5	ribosomal_protein_S3_pseudogene_5
RPS3P6	ribosomal_protein_S3_pseudogene_6
RPS3P7	ribosomal_protein_S3_pseudogene_7
RPS4X	ribosomal_protein_S4,_X-linked
RPS4XP1	ribosomal_protein_S4X_pseudogene_1
RPS4XP2	ribosomal_protein_S4X_pseudogene_2
RPS4XP3	ribosomal_protein_S4X_pseudogene_3
RPS4XP4	ribosomal_protein_S4X_pseudogene_4
RPS4XP5	ribosomal_protein_S4X_pseudogene_5
RPS4XP6	ribosomal_protein_S4X_pseudogene_6
RPS4XP7	ribosomal_protein_S4X_pseudogene_7
RPS4XP8	ribosomal_protein_S4X_pseudogene_8
RPS4XP9	ribosomal_protein_S4X_pseudogene_9
RPS4XP10	ribosomal_protein_S4X_pseudogene_10
RPS4XP11	ribosomal_protein_S4X_pseudogene_11
RPS4XP12	ribosomal_protein_S4X_pseudogene_12
RPS4XP13	ribosomal_protein_S4X_pseudogene_13
RPS4XP14	ribosomal_protein_S4X_pseudogene_14
RPS4XP15	ribosomal_protein_S4X_pseudogene_15
RPS4XP16	ribosomal_protein_S4X_pseudogene_16
RPS4XP17	ribosomal_protein_S4X_pseudogene_17
RPS4XP18	ribosomal_protein_S4X_pseudogene_18
RPS4XP19	ribosomal_protein_S4X_pseudogene_19
RPS4XP20	ribosomal_protein_S4X_pseudogene_20
RPS4XP21	ribosomal_protein_S4X_pseudogene_21
RPS4XP22	ribosomal_protein_S4X_pseudogene_22
RPS4XP23	ribosomal_protein_S4X_pseudogene_23
RPS4Y1	ribosomal_protein_S4,_Y-linked_1
RPS4Y1P1	ribosomal_protein_S4Y_pseudogene_1
RPS4Y2	ribosomal_protein_S4,_Y-linked_2
RPS5	ribosomal_protein_S5
RPS5P1	ribosomal_protein_S5_pseudogene_1
RPS5P2	ribosomal_protein_S5_pseudogene_2
RPS5P3	ribosomal_protein_S5_pseudogene_3
RPS5P4	ribosomal_protein_S5_pseudogene_4
RPS5P5	ribosomal_protein_S5_pseudogene_5
RPS5P6	ribosomal_protein_S5_pseudogene_6
RPS5P7	ribosomal_protein_S5_pseudogene_7
RPS5P8	ribosomal_protein_S5_pseudogene_8
RPS6	ribosomal_protein_S6
RPS6KA1	ribosomal_protein_S6_kinase_A1
RPS6KA2	ribosomal_protein_S6_kinase_A2
RPS6KA2-AS1	RPS6KA2_antisense_RNA_1
RPS6KA2-IT1	RPS6KA2_intronic_transcript_1
RPS6KA3	ribosomal_protein_S6_kinase_A3
RPS6KA4	ribosomal_protein_S6_kinase_A4
RPS6KA5	ribosomal_protein_S6_kinase_A5
RPS6KA6	ribosomal_protein_S6_kinase_A6
RPS6KB1	ribosomal_protein_S6_kinase_B1
RPS6KB2	ribosomal_protein_S6_kinase_B2
RPS6KB3	ribosomal_protein_S6_kinase_B3
RPS6KC1	ribosomal_protein_S6_kinase_C1
RPS6KL1	ribosomal_protein_S6_kinase_like_1
RPS6P1	ribosomal_protein_S6_pseudogene_1
RPS6P2	ribosomal_protein_S6_pseudogene_2
RPS6P3	ribosomal_protein_S6_pseudogene_3
RPS6P4	ribosomal_protein_S6_pseudogene_4
RPS6P5	ribosomal_protein_S6_pseudogene_5
RPS6P7	ribosomal_protein_S6_pseudogene_7
RPS6P8	ribosomal_protein_S6_pseudogene_8
RPS6P9	ribosomal_protein_S6_pseudogene_9
RPS6P10	ribosomal_protein_S6_pseudogene_10
RPS6P11	ribosomal_protein_S6_pseudogene_11
RPS6P12	ribosomal_protein_S6_pseudogene_12
RPS6P13	ribosomal_protein_S6_pseudogene_13
RPS6P14	ribosomal_protein_S6_pseudogene_14
RPS6P15	ribosomal_protein_S6_pseudogene_15
RPS6P16	ribosomal_protein_S6_pseudogene_16
RPS6P17	ribosomal_protein_S6_pseudogene_17
RPS6P18	ribosomal_protein_S6_pseudogene_18
RPS6P19	ribosomal_protein_S6_pseudogene_19
RPS6P20	ribosomal_protein_S6_pseudogene_20
RPS6P21	ribosomal_protein_S6_pseudogene_21
RPS6P22	ribosomal_protein_S6_pseudogene_22
RPS6P23	ribosomal_protein_S6_pseudogene_23
RPS6P24	ribosomal_protein_S6_pseudogene_24
RPS6P25	ribosomal_protein_S6_pseudogene_25
RPS6P26	ribosomal_protein_S6_pseudogene_26
RPS7	ribosomal_protein_S7
RPS7P1	ribosomal_protein_S7_pseudogene_1
RPS7P2	ribosomal_protein_S7_pseudogene_2
RPS7P3	ribosomal_protein_S7_pseudogene_3
RPS7P4	ribosomal_protein_S7_pseudogene_4
RPS7P5	ribosomal_protein_S7_pseudogene_5
RPS7P6	ribosomal_protein_S7_pseudogene_6
RPS7P7	ribosomal_protein_S7_pseudogene_7
RPS7P8	ribosomal_protein_S7_pseudogene_8
RPS7P9	ribosomal_protein_S7_pseudogene_9
RPS7P10	ribosomal_protein_S7_pseudogene_10
RPS7P11	ribosomal_protein_S7_pseudogene_11
RPS7P12	ribosomal_protein_S7_pseudogene_12
RPS7P13	ribosomal_protein_S7_pseudogene_13
RPS7P14	ribosomal_protein_S7_pseudogene_14
RPS7P15	ribosomal_protein_S7_pseudogene_15
RPS8	ribosomal_protein_S8
RPS8P1	ribosomal_protein_S8_pseudogene_1
RPS8P3	ribosomal_protein_S8_pseudogene_3
RPS8P4	ribosomal_protein_S8_pseudogene_4
RPS8P5	ribosomal_protein_S8_pseudogene_5
RPS8P6	ribosomal_protein_S8_pseudogene_6
RPS8P7	ribosomal_protein_S8_pseudogene_7
RPS8P8	ribosomal_protein_S8_pseudogene_8
RPS8P9	ribosomal_protein_S8_pseudogene_9
RPS8P10	ribosomal_protein_S8_pseudogene_10
RPS9	ribosomal_protein_S9
RPS9P1	ribosomal_protein_S9_pseudogene_1
RPS9P2	ribosomal_protein_S9_pseudogene_2
RPS9P3	ribosomal_protein_S9_pseudogene_3
RPS9P4	ribosomal_protein_S9_pseudogene_4
RPS10	ribosomal_protein_S10
RPS10-NUDT3	RPS10-NUDT3_readthrough
RPS10P1	ribosomal_protein_S10_pseudogene_1
RPS10P2	ribosomal_protein_S10_pseudogene_2
RPS10P3	ribosomal_protein_S10_pseudogene_3
RPS10P4	ribosomal_protein_S10_pseudogene_4
RPS10P5	ribosomal_protein_S10_pseudogene_5
RPS10P6	ribosomal_protein_S10_pseudogene_6
RPS10P7	ribosomal_protein_S10_pseudogene_7
RPS10P8	ribosomal_protein_S10_pseudogene_8
RPS10P9	ribosomal_protein_S10_pseudogene_9
RPS10P10	ribosomal_protein_S10_pseudogene_10
RPS10P11	ribosomal_protein_S10_pseudogene_11
RPS10P12	ribosomal_protein_S10_pseudogene_12
RPS10P13	ribosomal_protein_S10_pseudogene_13
RPS10P14	ribosomal_protein_S10_pseudogene_14
RPS10P15	ribosomal_protein_S10_pseudogene_15
RPS10P16	ribosomal_protein_S10_pseudogene_16
RPS10P17	ribosomal_protein_S10_pseudogene_17
RPS10P18	ribosomal_protein_S10_pseudogene_18
RPS10P19	ribosomal_protein_S10_pseudogene_19
RPS10P20	ribosomal_protein_S10_pseudogene_20
RPS10P21	ribosomal_protein_S10_pseudogene_21
RPS10P22	ribosomal_protein_S10_pseudogene_22
RPS10P23	ribosomal_protein_S10_pseudogene_23
RPS10P24	ribosomal_protein_S10_pseudogene_24
RPS10P25	ribosomal_protein_S10_pseudogene_25
RPS10P26	ribosomal_protein_S10_pseudogene_26
RPS10P27	ribosomal_protein_S10_pseudogene_27
RPS10P28	ribosomal_protein_S10_pseudogene_28
RPS10P29	ribosomal_protein_S10_pseudogene_29
RPS10P30	ribosomal_protein_S10_pseudogene_30
RPS10P31	ribosomal_protein_S10_pseudogene_31
RPS11	ribosomal_protein_S11
RPS11P1	ribosomal_protein_S11_pseudogene_1
RPS11P2	ribosomal_protein_S11_pseudogene_2
RPS11P3	ribosomal_protein_S11_pseudogene_3
RPS11P4	ribosomal_protein_S11_pseudogene_4
RPS11P5	ribosomal_protein_S11_pseudogene_5
RPS11P6	ribosomal_protein_S11_pseudogene_6
RPS11P7	ribosomal_protein_S11_pseudogene_7
RPS12	ribosomal_protein_S12
RPS12P1	ribosomal_protein_S12_pseudogene_1
RPS12P2	ribosomal_protein_S12_pseudogene_2
RPS12P3	ribosomal_protein_S12_pseudogene_3
RPS12P4	ribosomal_protein_S12_pseudogene_4
RPS12P5	ribosomal_protein_S12_pseudogene_5
RPS12P6	ribosomal_protein_S12_pseudogene_6
RPS12P7	ribosomal_protein_S12_pseudogene_7
RPS12P8	ribosomal_protein_S12_pseudogene_8
RPS12P9	ribosomal_protein_S12_pseudogene_9
RPS12P10	ribosomal_protein_S12_pseudogene_10
RPS12P11	ribosomal_protein_S12_pseudogene_11
RPS12P12	ribosomal_protein_S12_pseudogene_12
RPS12P13	ribosomal_protein_S12_pseudogene_13
RPS12P14	ribosomal_protein_S12_pseudogene_14
RPS12P15	ribosomal_protein_S12_pseudogene_15
RPS12P16	ribosomal_protein_S12_pseudogene_16
RPS12P17	ribosomal_protein_S12_pseudogene_17
RPS12P18	ribosomal_protein_S12_pseudogene_18
RPS12P20	ribosomal_protein_S12_pseudogene_20
RPS12P21	ribosomal_protein_S12_pseudogene_21
RPS12P22	ribosomal_protein_S12_pseudogene_22
RPS12P23	ribosomal_protein_S12_pseudogene_23
RPS12P24	ribosomal_protein_S12_pseudogene_24
RPS12P25	ribosomal_protein_S12_pseudogene_25
RPS12P26	ribosomal_protein_S12_pseudogene_26
RPS12P27	ribosomal_protein_S12_pseudogene_27
RPS12P28	ribosomal_protein_S12_pseudogene_28
RPS12P29	ribosomal_protein_S12_pseudogene_29
RPS12P30	ribosomal_protein_S12_pseudogene_30
RPS12P31	ribosomal_protein_S12_pseudogene_31
RPS12P32	ribosomal_protein_S12_pseudogene_32
RPS13	ribosomal_protein_S13
RPS13P1	ribosomal_protein_S13_pseudogene_1
RPS13P2	ribosomal_protein_S13_pseudogene_2
RPS13P3	ribosomal_protein_S13_pseudogene_3
RPS13P4	ribosomal_protein_S13_pseudogene_4
RPS13P5	ribosomal_protein_S13_pseudogene_5
RPS13P6	ribosomal_protein_S13_pseudogene_6
RPS13P7	ribosomal_protein_S13_pseudogene_7
RPS13P8	ribosomal_protein_S13_pseudogene_8
RPS14	ribosomal_protein_S14
RPS14P1	ribosomal_protein_S14_pseudogene_1
RPS14P2	ribosomal_protein_S14_pseudogene_2
RPS14P3	ribosomal_protein_S14_pseudogene_3
RPS14P4	ribosomal_protein_S14_pseudogene_4
RPS14P5	ribosomal_protein_S14_pseudogene_5
RPS14P6	ribosomal_protein_S14_pseudogene_6
RPS14P7	ribosomal_protein_S14_pseudogene_7
RPS14P8	ribosomal_protein_S14_pseudogene_8
RPS14P9	ribosomal_protein_S14_pseudogene_9
RPS14P10	ribosomal_protein_S14_pseudogene_10
RPS15	ribosomal_protein_S15
RPS15A	ribosomal_protein_S15a
RPS15AP1	ribosomal_protein_S15a_pseudogene_1
RPS15AP2	ribosomal_protein_S15a_pseudogene_2
RPS15AP3	ribosomal_protein_S15a_pseudogene_3
RPS15AP4	ribosomal_protein_S15a_pseudogene_4
RPS15AP5	ribosomal_protein_S15a_pseudogene_5
RPS15AP6	ribosomal_protein_S15a_pseudogene_6
RPS15AP7	ribosomal_protein_S15a_pseudogene_7
RPS15AP8	ribosomal_protein_S15a_pseudogene_8
RPS15AP9	ribosomal_protein_S15a_pseudogene_9
RPS15AP10	ribosomal_protein_S15a_pseudogene_10
RPS15AP11	ribosomal_protein_S15a_pseudogene_11
RPS15AP12	ribosomal_protein_S15a_pseudogene_12
RPS15AP13	ribosomal_protein_S15a_pseudogene_13
RPS15AP14	ribosomal_protein_S15a_pseudogene_14
RPS15AP15	ribosomal_protein_S15a_pseudogene_15
RPS15AP16	ribosomal_protein_S15a_pseudogene_16
RPS15AP17	ribosomal_protein_S15a_pseudogene_17
RPS15AP18	ribosomal_protein_S15a_pseudogene_18
RPS15AP19	ribosomal_protein_S15a_pseudogene_19
RPS15AP20	ribosomal_protein_S15a_pseudogene_20
RPS15AP21	ribosomal_protein_S15a_pseudogene_21
RPS15AP22	ribosomal_protein_S15a_pseudogene_22
RPS15AP23	ribosomal_protein_S15a_pseudogene_23
RPS15AP24	ribosomal_protein_S15a_pseudogene_24
RPS15AP25	ribosomal_protein_S15a_pseudogene_25
RPS15AP26	ribosomal_protein_S15a_pseudogene_26
RPS15AP27	ribosomal_protein_S15a_pseudogene_27
RPS15AP28	ribosomal_protein_S15a_pseudogene_28
RPS15AP29	ribosomal_protein_S15a_pseudogene_29
RPS15AP30	ribosomal_protein_S15a_pseudogene_30
RPS15AP31	ribosomal_protein_S15a_pseudogene_31
RPS15AP32	ribosomal_protein_S15a_pseudogene_32
RPS15AP33	ribosomal_protein_S15a_pseudogene_33
RPS15AP34	ribosomal_protein_S15a_pseudogene_34
RPS15AP35	ribosomal_protein_S15a_pseudogene_35
RPS15AP36	ribosomal_protein_S15a_pseudogene_36
RPS15AP37	ribosomal_protein_S15a_pseudogene_37
RPS15AP38	ribosomal_protein_S15a_pseudogene_38
RPS15AP39	ribosomal_protein_S15a_pseudogene_39
RPS15AP40	ribosomal_protein_S15a_pseudogene_40
RPS15P1	ribosomal_protein_S15_pseudogene_1
RPS15P2	ribosomal_protein_S15_pseudogene_2
RPS15P3	ribosomal_protein_S15_pseudogene_3
RPS15P4	ribosomal_protein_S15_pseudogene_4
RPS15P5	ribosomal_protein_S15_pseudogene_5
RPS15P6	ribosomal_protein_S15_pseudogene_6
RPS15P7	ribosomal_protein_S15_pseudogene_7
RPS15P8	ribosomal_protein_S15_pseudogene_8
RPS15P9	ribosomal_protein_S15_pseudogene_9
RPS16	ribosomal_protein_S16
RPS16P1	ribosomal_protein_S16_pseudogene_1
RPS16P2	ribosomal_protein_S16_pseudogene_2
RPS16P3	ribosomal_protein_S16_pseudogene_3
RPS16P4	ribosomal_protein_S16_pseudogene_4
RPS16P5	ribosomal_protein_S16_pseudogene_5
RPS16P6	ribosomal_protein_S16_pseudogene_6
RPS16P7	ribosomal_protein_S16_pseudogene_7
RPS16P8	ribosomal_protein_S16_pseudogene_8
RPS16P9	ribosomal_protein_S16_pseudogene_9
RPS16P10	ribosomal_protein_S16_pseudogene_10
RPS17	ribosomal_protein_S17
RPS17P1	ribosomal_protein_S17_pseudogene_1
