#fusion	count_of_samples	%ofSamples
ITPR1--DES	1	0.03
ITPR1--ACTG2	1	0.03
ITPKC--SFTPC	1	0.03
ITPKC--SFTPB	1	0.03
ITPKC--SFTPA1	1	0.03
ITPKC--KRT1	1	0.03
ITPKB--FLNA	1	0.03
ITPK1--TG	1	0.03
ITPK1--SFTPC	1	0.03
ITPK1--SFTPA2	1	0.03
ITPK1--MBP	1	0.03
ITM2C--UMOD	1	0.03
ITM2C--TG	1	0.03
ITM2C--RNF220	1	0.03
ITM2C--FCGBP	1	0.03
ITM2C--CANX	1	0.03
ITM2B--UBC	1	0.03
ITM2B--SMR3B	1	0.03
ITM2B--SFTPC	1	0.03
ITM2B--PSAP	1	0.03
ITM2B--PRL	1	0.03
ITM2B--NDE1|MYH11	1	0.03
ITM2B--KRT16	1	0.03
ITM2B--FABP4	1	0.03
ITM2B--CSTB	1	0.03
ITM2B--CLU	1	0.03
ITM2B--CD74	1	0.03
ITM2B--ATP1A1	1	0.03
ITM2B--ALDOB	1	0.03
ITM2A--GNAS	1	0.03
ITLN1--HBB	1	0.03
ITIH4--VTN	1	0.03
ITIH4--TF	1	0.03
ITIH4--SERPINF2	1	0.03
ITIH4--PLA2G2A	1	0.03
ITIH4--PDE3A	1	0.03
ITIH4--P4HB	1	0.03
ITIH4--HPX	1	0.03
ITIH4--CPA1	1	0.03
ITIH4--CLU	1	0.03
ITIH4--APOB	1	0.03
ITIH4--ALDH2	1	0.03
ITIH3--SAA2	1	0.03
ITIH3--ORM1	1	0.03
ITIH3--FGG	1	0.03
ITIH3--FGB	1	0.03
ITIH3--C3	1	0.03
ITIH2--CYP3A4	1	0.03
ITIH1--SERPING1	1	0.03
ITIH1--SAA1	1	0.03
ITIH1--ITIH4	1	0.03
ITIH1--APOH	1	0.03
ITIH1--APOA2	1	0.03
ITGB5--RNASEK	1	0.03
ITGB5--MTOR	1	0.03
ITGB4|GALK1--SLC25A29	1	0.03
ITGB4|GALK1--RRAD	1	0.03
ITGB4|GALK1--MUC7	1	0.03
ITGB4--NID1	1	0.03
ITGB2--TG	1	0.03
ITGB2--S100A9	1	0.03
ITGB2--FTL	1	0.03
ITGB1BP1|ASAP2--ASAP2	1	0.03
ITGB1BP1--DDX17	1	0.03
ITGB1--SEMG1	1	0.03
ITGB1--GH1	1	0.03
ITGB1--ASAP1	1	0.03
ITGAX--PAM16|CORO7-PAM16|CORO7	1	0.03
ITGAM--S100A9	1	0.03
ITGAM--HBB	1	0.03
ITGAM--HBA2	1	0.03
ITGAL--MCAM	1	0.03
ITGAL--HBB	1	0.03
ITGA9--TG	1	0.03
ITGA9--NDE1|MYH11	1	0.03
ITGA9--GOLGA4	1	0.03
ITGA8--TPM2	1	0.03
ITGA8--SMTN	1	0.03
ITGA8--NDE1|MYH11	1	0.03
ITGA8--MYL9	1	0.03
ITGA8--FN1	1	0.03
ITGA8--DES	1	0.03
ITGA7--TPM2	1	0.03
ITGA7--TGM2	1	0.03
ITGA7--TG	1	0.03
ITGA7--NPPA	1	0.03
ITGA7--NDE1|MYH11	1	0.03
ITGA7--MYL9	1	0.03
ITGA7--MYH6	1	0.03
ITGA7--HBB	1	0.03
ITGA7--HBA2	1	0.03
ITGA7--DES	1	0.03
ITGA7--AEBP1	1	0.03
ITGA7--ACTA1	1	0.03
ITGA6--NFIA	1	0.03
ITGA5--TG	1	0.03
ITGA5--MCAM	1	0.03
ITGA5--INF2	1	0.03
ITGA5--IGFBP4	1	0.03
ITGA5--HSPB6	1	0.03
ITGA5--HBB	1	0.03
ITGA5--HBA1	1	0.03
ITGA5--AEBP1	1	0.03
ITGA5--ACTG2	1	0.03
ITGA5--ACTB	1	0.03
ITGA4--HBA2	1	0.03
ITGA3--SFTPB	1	0.03
ITGA3--SFTPA1	1	0.03
ITGA3--MYL9	1	0.03
ITGA3--KRT13	1	0.03
ITGA3--FLNA	1	0.03
ITGA3--FBLN1	1	0.03
ITGA2B--HBB	1	0.03
ITFG3--NFASC	1	0.03
ITFG1--ZFC3H1	1	0.03
ITFG1--TG	1	0.03
ITCH--ASIP	1	0.03
ISG20--HBB	1	0.03
ISG15--SERPINA1	1	0.03
ISCU--SEMG1	1	0.03
IRX3--SEMG1	1	0.03
IRX3--IRX2	1	0.03
IRX1--IRX2	1	0.03
IRF6--KRT13	1	0.03
IRF3--HBA2	1	0.03
IRF2BPL--TG	1	0.03
IRF1--HBB	1	0.03
IQSEC1--HBA2	1	0.03
IQGAP1--TG	1	0.03
IQGAP1--SFTPC	1	0.03
IQCG|RPL35A--SFTPA1	1	0.03
IQCG|RPL35A--SAMM50	1	0.03
IQCG|RPL35A--PGA5	1	0.03
IQCG|RPL35A--NDE1|MYH11	1	0.03
IQCG|RPL35A--MUC7	1	0.03
IQCG|RPL35A--KRT5	1	0.03
IQCG|RPL35A--IGFBP5	1	0.03
IQCG|RPL35A--HBB	1	0.03
IQCG|RPL35A--GPX3	1	0.03
IQCG|RPL35A--DES	1	0.03
IQCG|RPL35A--CPA1	1	0.03
IQCG|RPL35A--CD74	1	0.03
IQCG|RPL35A--BPIFB1	1	0.03
IQCA1--TG	1	0.03
IPP--OCIAD1	1	0.03
IPO9--PRH2	1	0.03
IP6K2--TPO	1	0.03
IP6K2--TG	1	0.03
IP6K2--ENG	1	0.03
INTS3--TG	1	0.03
INTS3--SFTPB	1	0.03
INTS10--TG	1	0.03
INTS10--HBA2	1	0.03
INTS1--NDE1|MYH11	1	0.03
INTS1--KRT13	1	0.03
INTS1--HBB	1	0.03
INSR--SEMG1	1	0.03
INSR--CEL	1	0.03
INSIG1--SERPINA1	1	0.03
INS-IGF2|INS--REG3A	1	0.03
INS-IGF2|INS--P4HB	1	0.03
INS-IGF2|INS--EGR1	1	0.03
INS-IGF2|INS--CPB1	1	0.03
INS-IGF2|INS--CLPS	1	0.03
INS-IGF2|INS--CELA3B	1	0.03
INPPL1--TG	1	0.03
INPPL1--SNRNP70	1	0.03
INPPL1--RNPS1	1	0.03
INPPL1--CTSB	1	0.03
INPP5J--VEGFA	1	0.03
INPP5J--SORD	1	0.03
INPP5J--PAX8	1	0.03
INPP5J--IGFBP5	1	0.03
INPP5J--FTL	1	0.03
INPP5J--FLNA	1	0.03
INPP5J--ENG	1	0.03
INPP5J--CLU	1	0.03
INPP5J--ACTB	1	0.03
INPP5A--CHST15	1	0.03
INO80E--TG	1	0.03
INO80E--RAB11FIP3	1	0.03
INO80--DES	1	0.03
INMT--SRRM2	1	0.03
INMT--SFTPC	1	0.03
ING5--PLIN4	1	0.03
INF2--MBP	1	0.03
INCA1--TG	1	0.03
INADL--SFTPA1	1	0.03
IMPG1--TLDC2|SAMHD1	1	0.03
IMPDH2--KRT13	1	0.03
IMMT--TG	1	0.03
IMMT--SFTPC	1	0.03
ILK--SFTPC	1	0.03
ILK--RPS6	1	0.03
ILK--PAX8	1	0.03
ILK--DES	1	0.03
ILK--CSRP1	1	0.03
ILK--CSNK1A1	1	0.03
ILF3--TXNIP	1	0.03
ILF3--SFTPB	1	0.03
ILF3--RPL13A	1	0.03
ILF3--MGP	1	0.03
ILF3--GNAS	1	0.03
ILF3--CLU	1	0.03
IL7R--HBB	1	0.03
IL6ST--SFTPC	1	0.03
IL6ST--NDE1|MYH11	1	0.03
IL6R--HBB	1	0.03
IL4R--NDE1|MYH11	1	0.03
IL32--SERPINA1	1	0.03
IL32--HFM1	1	0.03
IL32--ALB	1	0.03
IL2RG--HBA2	1	0.03
IL2RB--HBA2	1	0.03
IL2RB--HBA1	1	0.03
IL1RN--SERPINA1	1	0.03
IL1RN--SAA2	1	0.03
IL1RN--SAA1	1	0.03
IL1RN--S100A8	1	0.03
IL1RN--RHCG	1	0.03
IL1RN--PERP	1	0.03
IL1RN--LYZ	1	0.03
IL1RN--KRT16	1	0.03
IL1RN--KRT14	1	0.03
IL1RN--HP	1	0.03
IL1RN--HBB	1	0.03
IL1RN--HBA2	1	0.03
IL1RN--FGA	1	0.03
IL1RN--CRP	1	0.03
IL1RN--BPIFB1	1	0.03
IL1RN--ALB	1	0.03
IL1R2--S100A9	1	0.03
IL1R2--GCA	1	0.03
IL1R2--APOBEC3A	1	0.03
IL1R1--TPT1	1	0.03
IL1R1--TG	1	0.03
IL1R1--SEMG1	1	0.03
IL1R1--PTH	1	0.03
IL17D--MBP	1	0.03
IL10RA--HBA2	1	0.03
IKBKB--RPL18	1	0.03
IGSF8--TG	1	0.03
IGSF8--LAMA5	1	0.03
IGSF8--COL6A1	1	0.03
IGSF3--KRT13	1	0.03
IGSF10--IGSF10|MED12L	1	0.03
IGLL5--SMR3B	1	0.03
IGLL5--SFTPB	1	0.03
IGLL5--PGC	1	0.03
IGLL5--PGA3	1	0.03
IGLL5--PDE3A	1	0.03
IGLL5--MUC7	1	0.03
IGLL5--MUC6	1	0.03
IGLL5--KRT13	1	0.03
IGJ--SFTPB	1	0.03
IGJ--SFTPA1	1	0.03
IGJ--MUC7	1	0.03
IGJ--CD74	1	0.03
IGHMBP2--NDE1|MYH11	1	0.03
IGFN1--TTN	1	0.03
IGFN1--TG	1	0.03
IGFN1--TCAP	1	0.03
IGFN1--PAX8	1	0.03
IGFN1--NUPR1	1	0.03
IGFN1--MYL1	1	0.03
IGFN1--MYH7	1	0.03
IGFN1--MYH1	1	0.03
IGFN1--LZTS2	1	0.03
IGFN1--IYD	1	0.03
IGFN1--IGFBP4	1	0.03
IGFN1--GPX3	1	0.03
IGFN1--EEF2	1	0.03
IGFN1--DES	1	0.03
IGFN1--COL6A2	1	0.03
IGFN1--CMYA5	1	0.03
IGFN1--ACTG1	1	0.03
IGFN1--ACTB	1	0.03
IGFN1--ABL1	1	0.03
IGFBP7--WISP2	1	0.03
IGFBP7--UPF1	1	0.03
IGFBP7--TPT1	1	0.03
IGFBP7--TG|SLA	1	0.03
IGFBP7--SRRM2	1	0.03
IGFBP7--SLC25A29	1	0.03
IGFBP7--SLC12A1	1	0.03
IGFBP7--SFTPB	1	0.03
IGFBP7--SFTPA2	1	0.03
IGFBP7--SERPINE1	1	0.03
IGFBP7--RHOB	1	0.03
IGFBP7--PSAP	1	0.03
IGFBP7--PPAP2B	1	0.03
IGFBP7--PAX8	1	0.03
IGFBP7--MYO1C	1	0.03
IGFBP7--MYL9	1	0.03
IGFBP7--MLLT6	1	0.03
IGFBP7--MGP	1	0.03
IGFBP7--MCAM	1	0.03
IGFBP7--LENG8	1	0.03
IGFBP7--KLK3	1	0.03
IGFBP7--HNRNPA2B1	1	0.03
IGFBP7--HLA-B	1	0.03
IGFBP7--HDAC7	1	0.03
IGFBP7--GNAS	1	0.03
IGFBP7--FTL	1	0.03
IGFBP7--FCGBP	1	0.03
IGFBP7--ELN	1	0.03
IGFBP7--EEF1A1	1	0.03
IGFBP7--DES	1	0.03
IGFBP7--CTSB	1	0.03
IGFBP7--CDK5RAP3	1	0.03
IGFBP7--AQP2	1	0.03
IGFBP7--AHNAK	1	0.03
IGFBP6--TG	1	0.03
IGFBP5--ZMIZ1	1	0.03
IGFBP5--ZFP36L2	1	0.03
IGFBP5--ZFP36L1	1	0.03
IGFBP5--VEGFA	1	0.03
IGFBP5--USP19	1	0.03
IGFBP5--TPO	1	0.03
IGFBP5--TMEM259	1	0.03
IGFBP5--TIMP3|SYN3	1	0.03
IGFBP5--TGM2	1	0.03
IGFBP5--TFEB	1	0.03
IGFBP5--TACSTD2	1	0.03
IGFBP5--SUGP2	1	0.03
IGFBP5--SRRM2	1	0.03
IGFBP5--SPARCL1	1	0.03
IGFBP5--SPARC	1	0.03
IGFBP5--SNRNP70	1	0.03
IGFBP5--SLCO2A1	1	0.03
IGFBP5--SLC43A2	1	0.03
IGFBP5--SLC25A3	1	0.03
IGFBP5--SFTPB	1	0.03
IGFBP5--SF1	1	0.03
IGFBP5--SERPING1	1	0.03
IGFBP5--SEMG2	1	0.03
IGFBP5--SEMG1	1	0.03
IGFBP5--SCD	1	0.03
IGFBP5--RPS3	1	0.03
IGFBP5--RPS11	1	0.03
IGFBP5--RPL22	1	0.03
IGFBP5--RPL11	1	0.03
IGFBP5--RHOB	1	0.03
IGFBP5--RAPGEF1	1	0.03
IGFBP5--RAP1GAP	1	0.03
IGFBP5--RAC1	1	0.03
IGFBP5--RAB4B-EGLN2|EGLN2	1	0.03
IGFBP5--RAB11B	1	0.03
IGFBP5--PSCA	1	0.03
IGFBP5--PSAP	1	0.03
IGFBP5--PRRC2B	1	0.03
IGFBP5--PRDX1	1	0.03
IGFBP5--PPP1R13B	1	0.03
IGFBP5--PIGQ	1	0.03
IGFBP5--PDGFRB	1	0.03
IGFBP5--PCSK2	1	0.03
IGFBP5--PAX8	1	0.03
IGFBP5--OGT	1	0.03
IGFBP5--NUMA1	1	0.03
IGFBP5--NR4A1	1	0.03
IGFBP5--NPNT	1	0.03
IGFBP5--NFE2L1	1	0.03
IGFBP5--MYLK	1	0.03
IGFBP5--MT2A	1	0.03
IGFBP5--MLLT6	1	0.03
IGFBP5--MGP	1	0.03
IGFBP5--MBD6	1	0.03
IGFBP5--LTF	1	0.03
IGFBP5--LTBP3	1	0.03
IGFBP5--LTBP2	1	0.03
IGFBP5--LRP1	1	0.03
IGFBP5--LIPG	1	0.03
IGFBP5--LIPF	1	0.03
IGFBP5--LENG8	1	0.03
IGFBP5--LCN1	1	0.03
IGFBP5--KRT7	1	0.03
IGFBP5--KRT6A	1	0.03
IGFBP5--KLK3	1	0.03
IGFBP5--IVD	1	0.03
IGFBP5--IQCG|RPL35A	1	0.03
IGFBP5--INPP5J	1	0.03
IGFBP5--INADL	1	0.03
IGFBP5--IGF2	1	0.03
IGFBP5--HNRNPA2B1	1	0.03
IGFBP5--HLA-C	1	0.03
IGFBP5--HLA-B	1	0.03
IGFBP5--H1F0	1	0.03
IGFBP5--GSN	1	0.03
IGFBP5--GRB10	1	0.03
IGFBP5--GNAS	1	0.03
IGFBP5--GH1	1	0.03
IGFBP5--FTL	1	0.03
IGFBP5--FOSB	1	0.03
IGFBP5--FOS	1	0.03
IGFBP5--FCGBP	1	0.03
IGFBP5--FAM193B	1	0.03
IGFBP5--ELL	1	0.03
IGFBP5--EEF1D	1	0.03
IGFBP5--ECHDC2	1	0.03
IGFBP5--DDX17	1	0.03
IGFBP5--DCN	1	0.03
IGFBP5--DAZAP2	1	0.03
IGFBP5--DAPK2	1	0.03
IGFBP5--DAP3	1	0.03
IGFBP5--CYTH1	1	0.03
IGFBP5--CYBRD1	1	0.03
IGFBP5--CYB5R3	1	0.03
IGFBP5--CYB5A	1	0.03
IGFBP5--CTSB	1	0.03
IGFBP5--CTDSP1	1	0.03
IGFBP5--CSRP1	1	0.03
IGFBP5--CRTAP	1	0.03
IGFBP5--CPA1	1	0.03
IGFBP5--COL6A3	1	0.03
IGFBP5--COL1A2	1	0.03
IGFBP5--COL16A1	1	0.03
IGFBP5--CLU	1	0.03
IGFBP5--CKM	1	0.03
IGFBP5--CHD3	1	0.03
IGFBP5--CD74	1	0.03
IGFBP5--CAP1	1	0.03
IGFBP5--CANX	1	0.03
IGFBP5--CALR	1	0.03
IGFBP5--CALD1	1	0.03
IGFBP5--BRD2	1	0.03
IGFBP5--BGN	1	0.03
IGFBP5--AUP1	1	0.03
IGFBP5--ATN1	1	0.03
IGFBP5--APOD	1	0.03
IGFBP5--AP3D1	1	0.03
IGFBP5--AKT2	1	0.03
IGFBP5--AKR1B1	1	0.03
IGFBP5--AKAP8L	1	0.03
IGFBP5--AHNAK	1	0.03
IGFBP5--ADAMTS18	1	0.03
IGFBP5--ACTN4	1	0.03
IGFBP5--ACTG2	1	0.03
IGFBP5--ACTG1	1	0.03
IGFBP5--ACADVL	1	0.03
IGFBP5--ABTB1	1	0.03
IGFBP5--ABCA8	1	0.03
IGFBP5--AARS	1	0.03
IGFBP5--A2M	1	0.03
IGFBP4--VTN	1	0.03
IGFBP4--VIM	1	0.03
IGFBP4--UMOD	1	0.03
IGFBP4--TSC2	1	0.03
IGFBP4--TLN1	1	0.03
IGFBP4--TIMP3|SYN3	1	0.03
IGFBP4--TG|SLA	1	0.03
IGFBP4--SRRM2	1	0.03
IGFBP4--SLC25A29	1	0.03
IGFBP4--SEPT9	1	0.03
IGFBP4--SEMG2	1	0.03
IGFBP4--SBF1	1	0.03
IGFBP4--REG1A	1	0.03
IGFBP4--PSAP	1	0.03
IGFBP4--PLXNB2	1	0.03
IGFBP4--PEA15	1	0.03
IGFBP4--PAX8	1	0.03
IGFBP4--OGDHL	1	0.03
IGFBP4--MGP	1	0.03
IGFBP4--MBD6	1	0.03
IGFBP4--KRT4	1	0.03
IGFBP4--IGFN1	1	0.03
IGFBP4--HSPB6	1	0.03
IGFBP4--HLA-DRA	1	0.03
IGFBP4--FTL	1	0.03
IGFBP4--FGB	1	0.03
IGFBP4--FCGBP	1	0.03
IGFBP4--FBLN1	1	0.03
IGFBP4--FASN	1	0.03
IGFBP4--CTSB	1	0.03
IGFBP4--CSRP1	1	0.03
IGFBP4--COL6A2	1	0.03
IGFBP4--COL1A1	1	0.03
IGFBP4--CD81	1	0.03
IGFBP4--CALR	1	0.03
IGFBP4--C3	1	0.03
IGFBP4--BGN	1	0.03
IGFBP4--BEST1|FTH1	1	0.03
IGFBP4--APOA1	1	0.03
IGFBP4--ACTG2	1	0.03
IGFBP4--A2M	1	0.03
IGFBP2--PGC	1	0.03
IGFBP2--PGA5	1	0.03
IGFBP2--KRT13	1	0.03
IGFBP2--HP	1	0.03
IGFBP2--FN1	1	0.03
IGFBP2--FGA	1	0.03
IGFBP2--ELN	1	0.03
IGFBP2--BGN	1	0.03
IGFBP2--APOA1	1	0.03
IGFBP1--TF	1	0.03
IGFBP1--SERPINA1	1	0.03
IGFBP1--FGG	1	0.03
IGFBP1--C3	1	0.03
IGFALS--HP	1	0.03
IGF2R--SOD2	1	0.03
IGF2R--PIGR	1	0.03
IGF2R--NDE1|MYH11	1	0.03
IGF2R--KIF5A	1	0.03
IGF2R--DLG2	1	0.03
IGF2R--CHP1	1	0.03
IGF2--SDC4	1	0.03
IGF2--PSAP	1	0.03
IGF2--PCNT	1	0.03
IGF2--ORM1	1	0.03
IGF2--IGFBP5	1	0.03
IGF2--IGF2|INS-IGF2	1	0.03
IGF2--AQP2	1	0.03
IGF2--AMBP	1	0.03
IGF1R--HBB	1	0.03
IGF1R--DES	1	0.03
IFT57--SFTPA2	1	0.03
IFT57--B2M	1	0.03
IFT27--TG	1	0.03
IFT140|TMEM204--TG	1	0.03
IFT122--TG	1	0.03
IFNGR1--SFTPA2	1	0.03
IFNGR1--HBB	1	0.03
IFNAR1--ALB	1	0.03
IFITM3--TG	1	0.03
IFITM3--SRRM2	1	0.03
IFITM3--SLC25A29	1	0.03
IFITM3--SFTPB	1	0.03
IFITM3--SFTPA1	1	0.03
IFITM3--NDUFA13	1	0.03
IFITM3--LGALS3BP	1	0.03
IFITM3--HP	1	0.03
IFITM3--GPX3	1	0.03
IFITM3--GBA2	1	0.03
IFITM3--FTL	1	0.03
IFITM3--FASN	1	0.03
IFITM3--CTSB	1	0.03
IFITM3--CLU	1	0.03
IFITM3--CD36	1	0.03
IFITM3--ACTG2	1	0.03
IFITM3--ACTB	1	0.03
IFITM2--ZYX	1	0.03
IFITM2--TG	1	0.03
IFITM2--SRRM2	1	0.03
IFITM2--RHOG	1	0.03
IFITM2--FLOT2	1	0.03
IFITM2--CYSTM1	1	0.03
IFITM1--TG	1	0.03
IFITM1--MMP14	1	0.03
IFIT1--IFIT1B	1	0.03
IFI6--AES	1	0.03
IFI27--SFTPC	1	0.03
IFI27--KRT14	1	0.03
IFI27--KRT13	1	0.03
IFI27--IFI27L2	1	0.03
IFI27--HBB	1	0.03
IFI27--HBA2	1	0.03
IFI27--HBA1	1	0.03
IFI16--TG	1	0.03
IFI16--PYHIN1	1	0.03
IFFO2--TG	1	0.03
IFFO2--KRT13	1	0.03
IER3--KLK3	1	0.03
IER2--UMOD	1	0.03
IER2--HBB	1	0.03
IER2--HBA2	1	0.03
IER2--HBA1	1	0.03
IER2--FLNA	1	0.03
IER2--CD74	1	0.03
IDS--TG	1	0.03
IDS--SFTPA2	1	0.03
IDS--SEMG2	1	0.03
IDS--MBP	1	0.03
IDS--APOD	1	0.03
IDI1--PSAP	1	0.03
IDH3G--TG	1	0.03
IDH3A--IDH3A|ACSBG1	1	0.03
IDH2--TTN	1	0.03
IDH2--SERPINA1	1	0.03
IDH2--SEMA4B	1	0.03
IDH2--PPP1R18	1	0.03
IDH2--PGA5	1	0.03
IDH2--MYH7	1	0.03
IDH2--MUC7	1	0.03
IDH2--KRT13	1	0.03
IDH2--GPX3	1	0.03
IDH2--ATG4B	1	0.03
IDH2--ALB	1	0.03
IDH1--KLK3	1	0.03
ID4--IGFBP4	1	0.03
ID4--GNAS	1	0.03
ID4--A2M	1	0.03
ID3--SLC2A4RG	1	0.03
ID1--TG	1	0.03
ID1--SEMG2	1	0.03
ICAM2--C17orf72|ICAM2	1	0.03
ICAM1--FOSB	1	0.03
ICAM1--CTSD	1	0.03
ICA1L--KRT8	1	0.03
HYOU1--SFTPC	1	0.03
HYOU1--FCGBP	1	0.03
HYAL2--SFTPC	1	0.03
HUWE1--SFTPA2	1	0.03
HUWE1--SEMG1	1	0.03
HUWE1--PAX8	1	0.03
HUWE1--MYL9	1	0.03
HUWE1--KRT4	1	0.03
HUWE1--DDX17	1	0.03
HTT--TG	1	0.03
HTT--GP2	1	0.03
HTN3--ZG16B	1	0.03
HTN3--TPT1	1	0.03
HTN3--STATH	1	0.03
HTN3--SPINT2	1	0.03
HTN3--SMR3B	1	0.03
HTN3--RPS4X	1	0.03
HTN3--RPL12	1	0.03
HTN3--RALGAPA2	1	0.03
HTN3--PRR4	1	0.03
HTN3--PRH2	1	0.03
HTN3--POFUT1	1	0.03
HTN3--PIP	1	0.03
HTN3--PIGR	1	0.03
HTN3--PHKB	1	0.03
HTN3--PDLIM1	1	0.03
HTN3--PDE3A	1	0.03
HTN3--P4HB	1	0.03
HTN3--NUCB2	1	0.03
HTN3--NDRG2	1	0.03
HTN3--LPO	1	0.03
HTN3--HDLBP	1	0.03
HTN3--EEF2	1	0.03
HTN3--CST5	1	0.03
HTN3--CST4	1	0.03
HTN3--CST3	1	0.03
HTN3--CST2	1	0.03
HTN3--CST1	1	0.03
HTN3--CD44	1	0.03
HTN3--CA6	1	0.03
HTN3--BPIFA2	1	0.03
HTN3--AZGP1	1	0.03
HTN1--ZG16B	1	0.03
HTN1--TPT1	1	0.03
HTN1--SMR3B	1	0.03
HTN1--PRR4	1	0.03
HTN1--PRH2	1	0.03
HTN1--PIP	1	0.03
HTN1--PDE3A	1	0.03
HTN1--EEF2	1	0.03
HTN1--EEF1A1	1	0.03
HTN1--CST5	1	0.03
HTN1--CST4	1	0.03
HTN1--CST2	1	0.03
HTN1--CST1	1	0.03
HTN1--CA6	1	0.03
HTN1--BPIFA2	1	0.03
HTN1--AMY1B	1	0.03
HSPG2--ZFP36L1	1	0.03
HSPG2--TG|SLA	1	0.03
HSPG2--TGM2	1	0.03
HSPG2--SMR3B	1	0.03
HSPG2--SFTPB	1	0.03
HSPG2--RHOA	1	0.03
HSPG2--PLVAP	1	0.03
HSPG2--PGA5	1	0.03
HSPG2--MYL9	1	0.03
HSPG2--MYH6	1	0.03
HSPG2--MYH11	1	0.03
HSPG2--IGFBP7	1	0.03
HSPG2--IGFBP5	1	0.03
HSPG2--HSPA1A	1	0.03
HSPG2--HNRNPUL1	1	0.03
HSPG2--HLA-E	1	0.03
HSPG2--GSN	1	0.03
HSPG2--GPX3	1	0.03
HSPG2--FLNC	1	0.03
HSPG2--FABP4	1	0.03
HSPG2--CPA1	1	0.03
HSPG2--COL1A1	1	0.03
HSPG2--CALD1	1	0.03
HSPG2--AHNAK	1	0.03
HSPG2--ACTA2	1	0.03
HSPG2--ACTA1	1	0.03
HSPBP1--CFL1	1	0.03
HSPB8--TG	1	0.03
HSPB8--NEB	1	0.03
HSPB8--NDE1|MYH11	1	0.03
HSPB8--GLUL	1	0.03
HSPB7--XIRP1	1	0.03
HSPB7--TNNI3	1	0.03
HSPB7--TG	1	0.03
HSPB7--SLC25A4	1	0.03
HSPB7--RPS9	1	0.03
HSPB7--PAX8	1	0.03
HSPB7--NEXN	1	0.03
HSPB7--MYH1	1	0.03
HSPB7--MB	1	0.03
HSPB7--KRT13	1	0.03
HSPB7--FHL1	1	0.03
HSPB7--EEF1A2	1	0.03
HSPB7--BEST1|FTH1	1	0.03
HSPB7--ALDOA	1	0.03
HSPB6--ZFP36	1	0.03
HSPB6--TNNT3	1	0.03
HSPB6--TNNT1	1	0.03
HSPB6--TG	1	0.03
HSPB6--TAGLN	1	0.03
HSPB6--SVIL	1	0.03
HSPB6--SRRM2	1	0.03
HSPB6--SFTPA1	1	0.03
HSPB6--PDE4DIP	1	0.03
HSPB6--PCSK7|TAGLN	1	0.03
HSPB6--MYOZ1	1	0.03
HSPB6--MYLK	1	0.03
HSPB6--MYBPC3	1	0.03
HSPB6--MYBPC1	1	0.03
HSPB6--MUC6	1	0.03
HSPB6--MUC5B	1	0.03
HSPB6--LCN1	1	0.03
HSPB6--KLK3	1	0.03
HSPB6--HSPB7	1	0.03
HSPB6--EEF2	1	0.03
HSPB6--DDRGK1	1	0.03
HSPB6--CYP11B1	1	0.03
HSPB6--CSRP1	1	0.03
HSPB6--COL1A1	1	0.03
HSPB6--CDC42BPA	1	0.03
HSPB6--CA3	1	0.03
HSPB6--BPIFB1	1	0.03
HSPB6--ATP2A2	1	0.03
HSPB6--APLP2	1	0.03
HSPB6--ACTG2	1	0.03
HSPB6--ACTB	1	0.03
HSPB1--VIM	1	0.03
HSPB1--TTN	1	0.03
HSPB1--TRIM29	1	0.03
HSPB1--TPM2	1	0.03
HSPB1--TPM1	1	0.03
HSPB1--TMEM99|KRT10	1	0.03
HSPB1--TGM4	1	0.03
HSPB1--TGM3	1	0.03
HSPB1--SRRM2	1	0.03
HSPB1--SFTPC	1	0.03
HSPB1--SFTPB	1	0.03
HSPB1--SFTPA1	1	0.03
HSPB1--RPS3	1	0.03
HSPB1--RHCG	1	0.03
HSPB1--PRR4	1	0.03
HSPB1--PRELP	1	0.03
HSPB1--PPL	1	0.03
HSPB1--PCSK7|TAGLN	1	0.03
HSPB1--NR4A1	1	0.03
HSPB1--NPPA	1	0.03
HSPB1--MYL9	1	0.03
HSPB1--MYH9	1	0.03
HSPB1--LYZ	1	0.03
HSPB1--LCN1	1	0.03
HSPB1--KRT1	1	0.03
HSPB1--IGFBP5	1	0.03
HSPB1--HBB	1	0.03
HSPB1--GPX3	1	0.03
HSPB1--GFAP	1	0.03
HSPB1--FOS	1	0.03
HSPB1--DDX17	1	0.03
HSPB1--COL17A1	1	0.03
HSPB1--CKM	1	0.03
HSPB1--ACTG2	1	0.03
HSPB1--ACTG1	1	0.03
HSPA9--TG	1	0.03
HSPA9--KRT13	1	0.03
HSPA8--UMOD	1	0.03
HSPA8--TTN	1	0.03
HSPA8--SFTPA1	1	0.03
HSPA8--SEMG2	1	0.03
HSPA8--PAX8	1	0.03
HSPA8--KRT5	1	0.03
HSPA8--KRT4	1	0.03
HSPA8--HSPA1B	1	0.03
HSPA8--HBB	1	0.03
HSPA8--HBA1	1	0.03
HSPA8--GPX3	1	0.03
HSPA8--FLNC	1	0.03
HSPA8--DES	1	0.03
HSPA8--CHSY3	1	0.03
HSPA8--CEL	1	0.03
HSPA8--ALDOB	1	0.03
HSPA6--TG	1	0.03
HSPA6--HBA2	1	0.03
HSPA5--SFTPB	1	0.03
HSPA5--SERPINA1	1	0.03
HSPA5--RPS3	1	0.03
HSPA5--PRSS1	1	0.03
HSPA5--PRR4	1	0.03
HSPA5--PRL	1	0.03
